"ID","SPECIES","x","y","dbh"
1613,bg,59.4,64.5,20.4
1614,sm,21.0,24.5,3.5
1615,sm,46.0,24.5,3.5
1616,sm,71.0,24.5,3.5
1617,sm,21.0,49.5,3.5
1618,sm,46.0,49.5,3.5
1619,sm,71.0,49.5,3.5
1620,sm,21.0,74.5,3.5
1621,sm,46.0,74.5,3.5
1622,sm,71.0,74.5,3.5
1623,wa,19.2,22.5,34.9
1624,wa,44.2,22.5,34.9
1625,wa,69.2,22.5,34.9
1626,wa,19.2,47.5,34.9
1627,wa,44.2,47.5,34.9
1628,wa,69.2,47.5,34.9
1629,wa,19.2,72.5,34.9
1630,wa,44.2,72.5,34.9
1631,wa,69.2,72.5,34.9
1632,sm,79.0,17.8,24.8
1633,sm,104.0,17.8,24.8
1634,sm,129.0,17.8,24.8
1635,sm,79.0,42.8,24.8
1636,sm,104.0,42.8,24.8
1637,sm,129.0,42.8,24.8
1638,sm,79.0,67.8,24.8
1639,sm,104.0,67.8,24.8
1640,sm,129.0,67.8,24.8
1641,bg,84.4,3.0,7.6
1642,bg,109.4,3.0,7.6
1643,bg,134.4,3.0,7.6
1644,bg,84.4,28.0,7.6
1645,bg,109.4,28.0,7.6
1646,bg,134.4,28.0,7.6
1647,bg,84.4,53.0,7.6
1648,bg,109.4,53.0,7.6
1649,bg,134.4,53.0,7.6
1650,sm,79.4,23.3,20.1
1651,sm,104.4,23.3,20.1
1652,sm,129.4,23.3,20.1
1653,sm,79.4,48.3,20.1
1654,sm,104.4,48.3,20.1
1655,sm,129.4,48.3,20.1
1656,sm,79.4,73.3,20.1
1657,sm,104.4,73.3,20.1
1658,sm,129.4,73.3,20.1
1659,bg,78.0,23.3,7.4
1660,bg,103.0,23.3,7.4
1661,bg,128.0,23.3,7.4
1662,bg,78.0,48.3,7.4
1663,bg,103.0,48.3,7.4
1664,bg,128.0,48.3,7.4
1665,bg,78.0,73.3,7.4
1666,bg,103.0,73.3,7.4
1667,bg,128.0,73.3,7.4
1668,bg,76.2,21.8,19.4
1669,bg,101.2,21.8,19.4
1670,bg,126.2,21.8,19.4
1671,bg,76.2,46.8,19.4
1672,bg,101.2,46.8,19.4
1673,bg,126.2,46.8,19.4
1674,bg,76.2,71.8,19.4
1675,bg,101.2,71.8,19.4
1676,bg,126.2,71.8,19.4
1677,sh,81.4,15.2,17.0
1678,sh,106.4,15.2,17.0
1679,sh,131.4,15.2,17.0
1680,sh,81.4,40.2,17.0
1681,sh,106.4,40.2,17.0
1682,sh,131.4,40.2,17.0
1683,sh,81.4,65.2,17.0
1684,sh,106.4,65.2,17.0
1685,sh,131.4,65.2,17.0
1686,wa,78.0,16.0,10.4
1687,wa,103.0,16.0,10.4
1688,wa,128.0,16.0,10.4
1689,wa,78.0,41.0,10.4
1690,wa,103.0,41.0,10.4
1691,wa,128.0,41.0,10.4
1692,wa,78.0,66.0,10.4
1693,wa,103.0,66.0,10.4
1694,wa,128.0,66.0,10.4
1695,bb,79.9,12.6,13.5
1696,bb,104.9,12.6,13.5
1697,bb,129.9,12.6,13.5
1698,bb,79.9,37.6,13.5
1699,bb,104.9,37.6,13.5
1700,bb,129.9,37.6,13.5
1701,bb,79.9,62.6,13.5
1702,bb,104.9,62.6,13.5
1703,bb,129.9,62.6,13.5
1704,vp,76.5,9.6,3.8
1705,vp,101.5,9.6,3.8
1706,vp,126.5,9.6,3.8
1707,vp,76.5,34.6,3.8
1708,vp,101.5,34.6,3.8
1709,vp,126.5,34.6,3.8
1710,vp,76.5,59.6,3.8
1711,vp,101.5,59.6,3.8
1712,vp,126.5,59.6,3.8
1713,vp,75.2,9.4,3.0
1714,vp,100.2,9.4,3.0
1715,vp,125.2,9.4,3.0
1716,vp,75.2,34.4,3.0
1717,vp,100.2,34.4,3.0
1718,vp,125.2,34.4,3.0
1719,vp,75.2,59.4,3.0
1720,vp,100.2,59.4,3.0
1721,vp,125.2,59.4,3.0
1722,bb,75.0,9.4,6.5
1723,bb,100.0,9.4,6.5
1724,bb,125.0,9.4,6.5
1725,bb,75.0,34.4,6.5
1726,bb,100.0,34.4,6.5
1727,bb,125.0,34.4,6.5
1728,bb,75.0,59.4,6.5
1729,bb,100.0,59.4,6.5
1730,bb,125.0,59.4,6.5
1731,bg,76.8,6.1,7.0
1732,bg,101.8,6.1,7.0
1733,bg,126.8,6.1,7.0
1734,bg,76.8,31.1,7.0
1735,bg,101.8,31.1,7.0
1736,bg,126.8,31.1,7.0
1737,bg,76.8,56.1,7.0
1738,bg,101.8,56.1,7.0
1739,bg,126.8,56.1,7.0
1740,bb,80.8,6.4,7.4
1741,bb,105.8,6.4,7.4
1742,bb,130.8,6.4,7.4
1743,bb,80.8,31.4,7.4
1744,bb,105.8,31.4,7.4
1745,bb,130.8,31.4,7.4
1746,bb,80.8,56.4,7.4
1747,bb,105.8,56.4,7.4
1748,bb,130.8,56.4,7.4
1749,bg,79.6,4.6,6.1
1750,bg,104.6,4.6,6.1
1751,bg,129.6,4.6,6.1
1752,bg,79.6,29.6,6.1
1753,bg,104.6,29.6,6.1
1754,bg,129.6,29.6,6.1
1755,bg,79.6,54.6,6.1
1756,bg,104.6,54.6,6.1
1757,bg,129.6,54.6,6.1
1758,bg,80.2,3.0,6.9
1759,bg,105.2,3.0,6.9
1760,bg,130.2,3.0,6.9
1761,bg,80.2,28.0,6.9
1762,bg,105.2,28.0,6.9
1763,bg,130.2,28.0,6.9
1764,bg,80.2,53.0,6.9
1765,bg,105.2,53.0,6.9
1766,bg,130.2,53.0,6.9
1767,bg,82.3,4.3,9.4
1768,bg,107.3,4.3,9.4
1769,bg,132.3,4.3,9.4
1770,bg,82.3,29.3,9.4
1771,bg,107.3,29.3,9.4
1772,bg,132.3,29.3,9.4
1773,bg,82.3,54.3,9.4
1774,bg,107.3,54.3,9.4
1775,bg,132.3,54.3,9.4
1776,bg,83.8,1.4,5.8
1777,bg,108.8,1.4,5.8
1778,bg,133.8,1.4,5.8
1779,bg,83.8,26.4,5.8
1780,bg,108.8,26.4,5.8
1781,bg,133.8,26.4,5.8
1782,bg,83.8,51.4,5.8
1783,bg,108.8,51.4,5.8
1784,bg,133.8,51.4,5.8
1785,bg,82.6,1.5,10.0
1786,bg,107.6,1.5,10.0
1787,bg,132.6,1.5,10.0
1788,bg,82.6,26.5,10.0
1789,bg,107.6,26.5,10.0
1790,bg,132.6,26.5,10.0
1791,bg,82.6,51.5,10.0
1792,bg,107.6,51.5,10.0
1793,bg,132.6,51.5,10.0
1794,bg,93.9,24.4,6.5
1795,bg,118.9,24.4,6.5
1796,bg,143.9,24.4,6.5
1797,bg,93.9,49.4,6.5
1798,bg,118.9,49.4,6.5
1799,bg,143.9,49.4,6.5
1800,bg,93.9,74.4,6.5
1801,bg,118.9,74.4,6.5
1802,bg,143.9,74.4,6.5
1803,sm,87.2,8.2,5.0
1804,sm,112.2,8.2,5.0
1805,sm,137.2,8.2,5.0
1806,sm,87.2,33.2,5.0
1807,sm,112.2,33.2,5.0
1808,sm,137.2,33.2,5.0
1809,sm,87.2,58.2,5.0
1810,sm,112.2,58.2,5.0
1811,sm,137.2,58.2,5.0
1812,sm,88.3,0.3,7.9
1813,sm,113.3,0.3,7.9
1814,sm,138.3,0.3,7.9
1815,sm,88.3,25.3,7.9
1816,sm,113.3,25.3,7.9
1817,sm,138.3,25.3,7.9
1818,sm,88.3,50.3,7.9
1819,sm,113.3,50.3,7.9
1820,sm,138.3,50.3,7.9
1821,sm,87.8,4.0,4.0
1822,sm,112.8,4.0,4.0
1823,sm,137.8,4.0,4.0
1824,sm,87.8,29.0,4.0
1825,sm,112.8,29.0,4.0
1826,sm,137.8,29.0,4.0
1827,sm,87.8,54.0,4.0
1828,sm,112.8,54.0,4.0
1829,sm,137.8,54.0,4.0
1830,sm,92.4,4.3,10.5
1831,sm,117.4,4.3,10.5
1832,sm,142.4,4.3,10.5
1833,sm,92.4,29.3,10.5
1834,sm,117.4,29.3,10.5
1835,sm,142.4,29.3,10.5
1836,sm,92.4,54.3,10.5
1837,sm,117.4,54.3,10.5
1838,sm,142.4,54.3,10.5
1839,rm,89.5,5.8,7.2
1840,rm,114.5,5.8,7.2
1841,rm,139.5,5.8,7.2
1842,rm,89.5,30.8,7.2
1843,rm,114.5,30.8,7.2
1844,rm,139.5,30.8,7.2
1845,rm,89.5,55.8,7.2
1846,rm,114.5,55.8,7.2
1847,rm,139.5,55.8,7.2
1848,rm,95.0,7.6,14.0
1849,rm,120.0,7.6,14.0
1850,rm,145.0,7.6,14.0
1851,rm,95.0,32.6,14.0
1852,rm,120.0,32.6,14.0
1853,rm,145.0,32.6,14.0
1854,rm,95.0,57.6,14.0
1855,rm,120.0,57.6,14.0
1856,rm,145.0,57.6,14.0
1857,rm,84.4,7.5,8.7
1858,rm,109.4,7.5,8.7
1859,rm,134.4,7.5,8.7
1860,rm,84.4,32.5,8.7
1861,rm,109.4,32.5,8.7
1862,rm,134.4,32.5,8.7
1863,rm,84.4,57.5,8.7
1864,rm,109.4,57.5,8.7
1865,rm,134.4,57.5,8.7
1866,sm,96.2,20.7,13.3
1867,sm,121.2,20.7,13.3
1868,sm,146.2,20.7,13.3
1869,sm,96.2,45.7,13.3
1870,sm,121.2,45.7,13.3
1871,sm,146.2,45.7,13.3
1872,sm,96.2,70.7,13.3
1873,sm,121.2,70.7,13.3
1874,sm,146.2,70.7,13.3
1875,rm,84.7,7.0,13.6
1876,rm,109.7,7.0,13.6
1877,rm,134.7,7.0,13.6
1878,rm,84.7,32.0,13.6
1879,rm,109.7,32.0,13.6
1880,rm,134.7,32.0,13.6
1881,rm,84.7,57.0,13.6
1882,rm,109.7,57.0,13.6
1883,rm,134.7,57.0,13.6
1884,bg,96.3,24.4,3.0
1885,bg,121.3,24.4,3.0
1886,bg,146.3,24.4,3.0
1887,bg,96.3,49.4,3.0
1888,bg,121.3,49.4,3.0
1889,bg,146.3,49.4,3.0
1890,bg,96.3,74.4,3.0
1891,bg,121.3,74.4,3.0
1892,bg,146.3,74.4,3.0
1893,sm,82.8,11.7,5.5
1894,sm,107.8,11.7,5.5
1895,sm,132.8,11.7,5.5
1896,sm,82.8,36.7,5.5
1897,sm,107.8,36.7,5.5
1898,sm,132.8,36.7,5.5
1899,sm,82.8,61.7,5.5
1900,sm,107.8,61.7,5.5
1901,sm,132.8,61.7,5.5
1902,bg,84.4,14.5,20.4
1903,bg,109.4,14.5,20.4
1904,bg,134.4,14.5,20.4
1905,bg,84.4,39.5,20.4
1906,bg,109.4,39.5,20.4
1907,bg,134.4,39.5,20.4
1908,bg,84.4,64.5,20.4
1909,bg,109.4,64.5,20.4
1910,bg,134.4,64.5,20.4
1911,sm,96.0,24.5,3.5
1912,sm,121.0,24.5,3.5
1913,sm,146.0,24.5,3.5
1914,sm,96.0,49.5,3.5
1915,sm,121.0,49.5,3.5
1916,sm,146.0,49.5,3.5
1917,sm,96.0,74.5,3.5
1918,sm,121.0,74.5,3.5
1919,sm,146.0,74.5,3.5
1920,wa,94.2,22.5,34.9
1921,wa,119.2,22.5,34.9
1922,wa,144.2,22.5,34.9
1923,wa,94.2,47.5,34.9
1924,wa,119.2,47.5,34.9
1925,wa,144.2,47.5,34.9
1926,wa,94.2,72.5,34.9
1927,wa,119.2,72.5,34.9
1928,wa,144.2,72.5,34.9
1929,sm,154.0,17.8,24.8
1930,sm,179.0,17.8,24.8
1931,sm,204.0,17.8,24.8
1932,sm,154.0,42.8,24.8
1933,sm,179.0,42.8,24.8
1934,sm,204.0,42.8,24.8
1935,sm,154.0,67.8,24.8
1936,sm,179.0,67.8,24.8
1937,sm,204.0,67.8,24.8
1938,bg,159.4,3.0,7.6
1939,bg,184.4,3.0,7.6
1940,bg,209.4,3.0,7.6
1941,bg,159.4,28.0,7.6
1942,bg,184.4,28.0,7.6
1943,bg,209.4,28.0,7.6
1944,bg,159.4,53.0,7.6
1945,bg,184.4,53.0,7.6
1946,bg,209.4,53.0,7.6
1947,sm,154.4,23.3,20.1
1948,sm,179.4,23.3,20.1
1949,sm,204.4,23.3,20.1
1950,sm,154.4,48.3,20.1
1951,sm,179.4,48.3,20.1
1952,sm,204.4,48.3,20.1
1953,sm,154.4,73.3,20.1
1954,sm,179.4,73.3,20.1
1955,sm,204.4,73.3,20.1
1956,bg,153.0,23.3,7.4
1957,bg,178.0,23.3,7.4
1958,bg,203.0,23.3,7.4
1959,bg,153.0,48.3,7.4
1960,bg,178.0,48.3,7.4
1961,bg,203.0,48.3,7.4
1962,bg,153.0,73.3,7.4
1963,bg,178.0,73.3,7.4
1964,bg,203.0,73.3,7.4
1965,bg,151.2,21.8,19.4
1966,bg,176.2,21.8,19.4
1967,bg,201.2,21.8,19.4
1968,bg,151.2,46.8,19.4
1969,bg,176.2,46.8,19.4
1970,bg,201.2,46.8,19.4
1971,bg,151.2,71.8,19.4
1972,bg,176.2,71.8,19.4
1973,bg,201.2,71.8,19.4
1974,sh,156.4,15.2,17.0
1975,sh,181.4,15.2,17.0
1976,sh,206.4,15.2,17.0
1977,sh,156.4,40.2,17.0
1978,sh,181.4,40.2,17.0
1979,sh,206.4,40.2,17.0
1980,sh,156.4,65.2,17.0
1981,sh,181.4,65.2,17.0
1982,sh,206.4,65.2,17.0
1983,wa,153.0,16.0,10.4
1984,wa,178.0,16.0,10.4
1985,wa,203.0,16.0,10.4
1986,wa,153.0,41.0,10.4
1987,wa,178.0,41.0,10.4
1988,wa,203.0,41.0,10.4
1989,wa,153.0,66.0,10.4
1990,wa,178.0,66.0,10.4
1991,wa,203.0,66.0,10.4
1992,bb,154.9,12.6,13.5
1993,bb,179.9,12.6,13.5
1994,bb,204.9,12.6,13.5
1995,bb,154.9,37.6,13.5
1996,bb,179.9,37.6,13.5
1997,bb,204.9,37.6,13.5
1998,bb,154.9,62.6,13.5
1999,bb,179.9,62.6,13.5
2000,bb,204.9,62.6,13.5
2001,vp,151.5,9.6,3.8
2002,vp,176.5,9.6,3.8
2003,vp,201.5,9.6,3.8
2004,vp,151.5,34.6,3.8
2005,vp,176.5,34.6,3.8
2006,vp,201.5,34.6,3.8
2007,vp,151.5,59.6,3.8
2008,vp,176.5,59.6,3.8
2009,vp,201.5,59.6,3.8
2010,vp,150.2,9.4,3.0
2011,vp,175.2,9.4,3.0
2012,vp,200.2,9.4,3.0
2013,vp,150.2,34.4,3.0
2014,vp,175.2,34.4,3.0
2015,vp,200.2,34.4,3.0
2016,vp,150.2,59.4,3.0
2017,vp,175.2,59.4,3.0
2018,vp,200.2,59.4,3.0
2019,bb,150.0,9.4,6.5
2020,bb,175.0,9.4,6.5
2021,bb,200.0,9.4,6.5
2022,bb,150.0,34.4,6.5
2023,bb,175.0,34.4,6.5
2024,bb,200.0,34.4,6.5
2025,bb,150.0,59.4,6.5
2026,bb,175.0,59.4,6.5
2027,bb,200.0,59.4,6.5
2028,bg,151.8,6.1,7.0
2029,bg,176.8,6.1,7.0
2030,bg,201.8,6.1,7.0
2031,bg,151.8,31.1,7.0
2032,bg,176.8,31.1,7.0
2033,bg,201.8,31.1,7.0
2034,bg,151.8,56.1,7.0
2035,bg,176.8,56.1,7.0
2036,bg,201.8,56.1,7.0
2037,bb,155.8,6.4,7.4
2038,bb,180.8,6.4,7.4
2039,bb,205.8,6.4,7.4
2040,bb,155.8,31.4,7.4
2041,bb,180.8,31.4,7.4
2042,bb,205.8,31.4,7.4
2043,bb,155.8,56.4,7.4
2044,bb,180.8,56.4,7.4
2045,bb,205.8,56.4,7.4
2046,bg,154.6,4.6,6.1
2047,bg,179.6,4.6,6.1
2048,bg,204.6,4.6,6.1
2049,bg,154.6,29.6,6.1
2050,bg,179.6,29.6,6.1
2051,bg,204.6,29.6,6.1
2052,bg,154.6,54.6,6.1
2053,bg,179.6,54.6,6.1
2054,bg,204.6,54.6,6.1
2055,bg,155.2,3.0,6.9
2056,bg,180.2,3.0,6.9
2057,bg,205.2,3.0,6.9
2058,bg,155.2,28.0,6.9
2059,bg,180.2,28.0,6.9
2060,bg,205.2,28.0,6.9
2061,bg,155.2,53.0,6.9
2062,bg,180.2,53.0,6.9
2063,bg,205.2,53.0,6.9
2064,bg,157.3,4.3,9.4
2065,bg,182.3,4.3,9.4
2066,bg,207.3,4.3,9.4
2067,bg,157.3,29.3,9.4
2068,bg,182.3,29.3,9.4
2069,bg,207.3,29.3,9.4
2070,bg,157.3,54.3,9.4
2071,bg,182.3,54.3,9.4
2072,bg,207.3,54.3,9.4
2073,bg,158.8,1.4,5.8
2074,bg,183.8,1.4,5.8
2075,bg,208.8,1.4,5.8
2076,bg,158.8,26.4,5.8
2077,bg,183.8,26.4,5.8
2078,bg,208.8,26.4,5.8
2079,bg,158.8,51.4,5.8
2080,bg,183.8,51.4,5.8
2081,bg,208.8,51.4,5.8
2082,bg,157.6,1.5,10.0
2083,bg,182.6,1.5,10.0
2084,bg,207.6,1.5,10.0
2085,bg,157.6,26.5,10.0
2086,bg,182.6,26.5,10.0
2087,bg,207.6,26.5,10.0
2088,bg,157.6,51.5,10.0
2089,bg,182.6,51.5,10.0
2090,bg,207.6,51.5,10.0
2091,bg,168.9,24.4,6.5
2092,bg,193.9,24.4,6.5
2093,bg,218.9,24.4,6.5
2094,bg,168.9,49.4,6.5
2095,bg,193.9,49.4,6.5
2096,bg,218.9,49.4,6.5
2097,bg,168.9,74.4,6.5
2098,bg,193.9,74.4,6.5
2099,bg,218.9,74.4,6.5
2100,sm,162.2,8.2,5.0
2101,sm,187.2,8.2,5.0
2102,sm,212.2,8.2,5.0
2103,sm,162.2,33.2,5.0
2104,sm,187.2,33.2,5.0
2105,sm,212.2,33.2,5.0
2106,sm,162.2,58.2,5.0
2107,sm,187.2,58.2,5.0
2108,sm,212.2,58.2,5.0
2109,sm,163.3,0.3,7.9
2110,sm,188.3,0.3,7.9
2111,sm,213.3,0.3,7.9
2112,sm,163.3,25.3,7.9
2113,sm,188.3,25.3,7.9
2114,sm,213.3,25.3,7.9
2115,sm,163.3,50.3,7.9
2116,sm,188.3,50.3,7.9
2117,sm,213.3,50.3,7.9
2118,sm,162.8,4.0,4.0
2119,sm,187.8,4.0,4.0
2120,sm,212.8,4.0,4.0
2121,sm,162.8,29.0,4.0
2122,sm,187.8,29.0,4.0
2123,sm,212.8,29.0,4.0
2124,sm,162.8,54.0,4.0
2125,sm,187.8,54.0,4.0
2126,sm,212.8,54.0,4.0
2127,sm,167.4,4.3,10.5
2128,sm,192.4,4.3,10.5
2129,sm,217.4,4.3,10.5
2130,sm,167.4,29.3,10.5
2131,sm,192.4,29.3,10.5
2132,sm,217.4,29.3,10.5
2133,sm,167.4,54.3,10.5
2134,sm,192.4,54.3,10.5
2135,sm,217.4,54.3,10.5
2136,rm,164.5,5.8,7.2
2137,rm,189.5,5.8,7.2
2138,rm,214.5,5.8,7.2
2139,rm,164.5,30.8,7.2
2140,rm,189.5,30.8,7.2
2141,rm,214.5,30.8,7.2
2142,rm,164.5,55.8,7.2
2143,rm,189.5,55.8,7.2
2144,rm,214.5,55.8,7.2
2145,rm,170.0,7.6,14.0
2146,rm,195.0,7.6,14.0
2147,rm,220.0,7.6,14.0
2148,rm,170.0,32.6,14.0
2149,rm,195.0,32.6,14.0
2150,rm,220.0,32.6,14.0
2151,rm,170.0,57.6,14.0
2152,rm,195.0,57.6,14.0
2153,rm,220.0,57.6,14.0
2154,rm,159.4,7.5,8.7
2155,rm,184.4,7.5,8.7
2156,rm,209.4,7.5,8.7
2157,rm,159.4,32.5,8.7
2158,rm,184.4,32.5,8.7
2159,rm,209.4,32.5,8.7
2160,rm,159.4,57.5,8.7
2161,rm,184.4,57.5,8.7
2162,rm,209.4,57.5,8.7
2163,sm,171.2,20.7,13.3
2164,sm,196.2,20.7,13.3
2165,sm,221.2,20.7,13.3
2166,sm,171.2,45.7,13.3
2167,sm,196.2,45.7,13.3
2168,sm,221.2,45.7,13.3
2169,sm,171.2,70.7,13.3
2170,sm,196.2,70.7,13.3
2171,sm,221.2,70.7,13.3
2172,rm,159.7,7.0,13.6
2173,rm,184.7,7.0,13.6
2174,rm,209.7,7.0,13.6
2175,rm,159.7,32.0,13.6
2176,rm,184.7,32.0,13.6
2177,rm,209.7,32.0,13.6
2178,rm,159.7,57.0,13.6
2179,rm,184.7,57.0,13.6
2180,rm,209.7,57.0,13.6
2181,bg,171.3,24.4,3.0
2182,bg,196.3,24.4,3.0
2183,bg,221.3,24.4,3.0
2184,bg,171.3,49.4,3.0
2185,bg,196.3,49.4,3.0
2186,bg,221.3,49.4,3.0
2187,bg,171.3,74.4,3.0
2188,bg,196.3,74.4,3.0
2189,bg,221.3,74.4,3.0
2190,sm,157.8,11.7,5.5
2191,sm,182.8,11.7,5.5
2192,sm,207.8,11.7,5.5
2193,sm,157.8,36.7,5.5
2194,sm,182.8,36.7,5.5
2195,sm,207.8,36.7,5.5
2196,sm,157.8,61.7,5.5
2197,sm,182.8,61.7,5.5
2198,sm,207.8,61.7,5.5
2199,bg,159.4,14.5,20.4
2200,bg,184.4,14.5,20.4
2201,bg,209.4,14.5,20.4
2202,bg,159.4,39.5,20.4
2203,bg,184.4,39.5,20.4
2204,bg,209.4,39.5,20.4
2205,bg,159.4,64.5,20.4
2206,bg,184.4,64.5,20.4
2207,bg,209.4,64.5,20.4
2208,sm,171.0,24.5,3.5
2209,sm,196.0,24.5,3.5
2210,sm,221.0,24.5,3.5
2211,sm,171.0,49.5,3.5
2212,sm,196.0,49.5,3.5
2213,sm,221.0,49.5,3.5
2214,sm,171.0,74.5,3.5
2215,sm,196.0,74.5,3.5
2216,sm,221.0,74.5,3.5
2217,wa,169.2,22.5,34.9
2218,wa,194.2,22.5,34.9
2219,wa,219.2,22.5,34.9
2220,wa,169.2,47.5,34.9
2221,wa,194.2,47.5,34.9
2222,wa,219.2,47.5,34.9
2223,wa,169.2,72.5,34.9
2224,wa,194.2,72.5,34.9
2225,wa,219.2,72.5,34.9
2226,RM,237.4,6.5,8.5
2227,RM,262.4,6.5,8.5
2228,RM,287.4,6.5,8.5
2229,RM,237.4,31.5,8.5
2230,RM,262.4,31.5,8.5
2231,RM,287.4,31.5,8.5
2232,RM,237.4,56.5,8.5
2233,RM,262.4,56.5,8.5
2234,RM,287.4,56.5,8.5
2235,BG,238.5,7.0,19.8
2236,BG,263.5,7.0,19.8
2237,BG,288.5,7.0,19.8
2238,BG,238.5,32.0,19.8
2239,BG,263.5,32.0,19.8
2240,BG,288.5,32.0,19.8
2241,BG,238.5,57.0,19.8
2242,BG,263.5,57.0,19.8
2243,BG,288.5,57.0,19.8
2244,BG,238.8,7.3,15.4
2245,BG,263.8,7.3,15.4
2246,BG,288.8,7.3,15.4
2247,BG,238.8,32.3,15.4
2248,BG,263.8,32.3,15.4
2249,BG,288.8,32.3,15.4
2250,BG,238.8,57.3,15.4
2251,BG,263.8,57.3,15.4
2252,BG,288.8,57.3,15.4
2253,RM,238.8,10.8,10.3
2254,RM,263.8,10.8,10.3
2255,RM,288.8,10.8,10.3
2256,RM,238.8,35.8,10.3
2257,RM,263.8,35.8,10.3
2258,RM,288.8,35.8,10.3
2259,RM,238.8,60.8,10.3
2260,RM,263.8,60.8,10.3
2261,RM,288.8,60.8,10.3
2262,RM,242.9,11.9,9.3
2263,RM,267.9,11.9,9.3
2264,RM,292.9,11.9,9.3
2265,RM,242.9,36.9,9.3
2266,RM,267.9,36.9,9.3
2267,RM,292.9,36.9,9.3
2268,RM,242.9,61.9,9.3
2269,RM,267.9,61.9,9.3
2270,RM,292.9,61.9,9.3
2271,RM,243.2,5.5,17.6
2272,RM,268.2,5.5,17.6
2273,RM,293.2,5.5,17.6
2274,RM,243.2,30.5,17.6
2275,RM,268.2,30.5,17.6
2276,RM,293.2,30.5,17.6
2277,RM,243.2,55.5,17.6
2278,RM,268.2,55.5,17.6
2279,RM,293.2,55.5,17.6
2280,BG,240.8,16.6,19.1
2281,BG,265.8,16.6,19.1
2282,BG,290.8,16.6,19.1
2283,BG,240.8,41.6,19.1
2284,BG,265.8,41.6,19.1
2285,BG,290.8,41.6,19.1
2286,BG,240.8,66.6,19.1
2287,BG,265.8,66.6,19.1
2288,BG,290.8,66.6,19.1
2289,SM,239.0,10.2,20
2290,SM,264.0,10.2,20
2291,SM,289.0,10.2,20
2292,SM,239.0,35.2,20
2293,SM,264.0,35.2,20
2294,SM,289.0,35.2,20
2295,SM,239.0,60.2,20
2296,SM,264.0,60.2,20
2297,SM,289.0,60.2,20
2298,rm,0.6,79.8,3.5
2299,rm,25.6,79.8,3.5
2300,rm,50.6,79.8,3.5
2301,rm,0.6,104.8,3.5
2302,rm,25.6,104.8,3.5
2303,rm,50.6,104.8,3.5
2304,rm,0.6,129.8,3.5
2305,rm,25.6,129.8,3.5
2306,rm,50.6,129.8,3.5
2307,rm,4.3,80.5,7.4
2308,rm,29.3,80.5,7.4
2309,rm,54.3,80.5,7.4
2310,rm,4.3,105.5,7.4
2311,rm,29.3,105.5,7.4
2312,rm,54.3,105.5,7.4
2313,rm,4.3,130.5,7.4
2314,rm,29.3,130.5,7.4
2315,rm,54.3,130.5,7.4
2316,sm,7.9,77.1,20.1
2317,sm,32.9,77.1,20.1
2318,sm,57.9,77.1,20.1
2319,sm,7.9,102.1,20.1
2320,sm,32.9,102.1,20.1
2321,sm,57.9,102.1,20.1
2322,sm,7.9,127.1,20.1
2323,sm,32.9,127.1,20.1
2324,sm,57.9,127.1,20.1
2325,bb,10.4,79.8,5.3
2326,bb,35.4,79.8,5.3
2327,bb,60.4,79.8,5.3
2328,bb,10.4,104.8,5.3
2329,bb,35.4,104.8,5.3
2330,bb,60.4,104.8,5.3
2331,bb,10.4,129.8,5.3
2332,bb,35.4,129.8,5.3
2333,bb,60.4,129.8,5.3
2334,rm,11.9,79.8,3.0
2335,rm,36.9,79.8,3.0
2336,rm,61.9,79.8,3.0
2337,rm,11.9,104.8,3.0
2338,rm,36.9,104.8,3.0
2339,rm,61.9,104.8,3.0
2340,rm,11.9,129.8,3.0
2341,rm,36.9,129.8,3.0
2342,rm,61.9,129.8,3.0
2343,rm,10.7,80.2,4.5
2344,rm,35.7,80.2,4.5
2345,rm,60.7,80.2,4.5
2346,rm,10.7,105.2,4.5
2347,rm,35.7,105.2,4.5
2348,rm,60.7,105.2,4.5
2349,rm,10.7,130.2,4.5
2350,rm,35.7,130.2,4.5
2351,rm,60.7,130.2,4.5
2352,rm,11.9,79.8,19.0
2353,rm,36.9,79.8,19.0
2354,rm,61.9,79.8,19.0
2355,rm,11.9,104.8,19.0
2356,rm,36.9,104.8,19.0
2357,rm,61.9,104.8,19.0
2358,rm,11.9,129.8,19.0
2359,rm,36.9,129.8,19.0
2360,rm,61.9,129.8,19.0
2361,rm,12.2,80.8,8.7
2362,rm,37.2,80.8,8.7
2363,rm,62.2,80.8,8.7
2364,rm,12.2,105.8,8.7
2365,rm,37.2,105.8,8.7
2366,rm,62.2,105.8,8.7
2367,rm,12.2,130.8,8.7
2368,rm,37.2,130.8,8.7
2369,rm,62.2,130.8,8.7
2370,wa,12.2,77.4,8.3
2371,wa,37.2,77.4,8.3
2372,wa,62.2,77.4,8.3
2373,wa,12.2,102.4,8.3
2374,wa,37.2,102.4,8.3
2375,wa,62.2,102.4,8.3
2376,wa,12.2,127.4,8.3
2377,wa,37.2,127.4,8.3
2378,wa,62.2,127.4,8.3
2379,rm,16.1,81.4,4.3
2380,rm,41.1,81.4,4.3
2381,rm,66.1,81.4,4.3
2382,rm,16.1,106.4,4.3
2383,rm,41.1,106.4,4.3
2384,rm,66.1,106.4,4.3
2385,rm,16.1,131.4,4.3
2386,rm,41.1,131.4,4.3
2387,rm,66.1,131.4,4.3
2388,rm,16.1,81.4,6.3
2389,rm,41.1,81.4,6.3
